name1,birth1,death1,total_pageviews1,name2,birth2,death2,total_pageviews2,prompt,similar_names1,similar_names2
Bernat MartÃ­nez,1980,2015,1,Christian Steenstrup,1873,1955,852,Tell me about the famous meeting between Bernat MartÃ­nez and Christian Steenstrup.,"['Kylian Mbappé', 'Cristiano Ronaldo', 'Messi', 'Robert Lewandowski']","['Maurice Wilkins', 'Francis Crick', 'James Watson']"
Richard Pryor,1940,2005,2456248,Prince Eduard of Saxe-Altenburg,1804,1852,5167,Tell me about the famous meeting between Richard Pryor and Prince Eduard of Saxe-Altenburg.,"['Dave Chappelle', 'Louis C.K.', 'Chris Rock', 'Eddie Murphy']","['George V', 'Kaiser Wilhelm II', 'Franz Joseph', 'Prince Eduard']"
Alan Turing,1912,1954,3559477,Prince Eduard of Saxe-Altenburg,1804,1852,5167,Tell me about the famous meeting between Alan Turing and Prince Eduard of Saxe-Altenburg.,"['Marvin Minsky', 'Charles Babbage', 'John McCarthy', 'Stephen Wolfram']","['George V', 'Kaiser Wilhelm II', 'Franz Joseph', 'Prince Eduard']"
Sigmund Freud,1856,1939,3174908,Prince Eduard of Saxe-Altenburg,1804,1852,5167,Tell me about the famous meeting between Sigmund Freud and Prince Eduard of Saxe-Altenburg.,"['Erich Fromm', 'Carl Jung\n', 'Viktor Frankl', 'Melanie Klein', 'Alfred Adler']","['George V', 'Kaiser Wilhelm II', 'Franz Joseph', 'Prince Eduard']"
Francis Gulston,1845,1917,453,Georg Friedrich Brander,1713,1783,1030,Tell me about the famous meeting between Francis Gulston and Georg Friedrich Brander.,"['Mehmet Oz', 'Jordan Peterson', 'Drew Pinsky', 'Phil McGraw', 'Laura Schlessinger']","['Friedrich Brandt', 'Carl Linnaeus']"
Ada Lovelace,1815,1852,1391834,Georg Friedrich Brander,1713,1783,1030,Tell me about the famous meeting between Ada Lovelace and Georg Friedrich Brander.,"['Marvin Minsky', 'John McCarthy']","['Friedrich Brandt', 'Carl Linnaeus']"
Lloyd Morain,1917,2010,1826,Georg Friedrich Brander,1713,1783,1030,Tell me about the famous meeting between Lloyd Morain and Georg Friedrich Brander.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']","['Friedrich Brandt', 'Carl Linnaeus']"
Leslie Keeley,1836,1900,2483,Georg Friedrich Brander,1713,1783,1030,Tell me about the famous meeting between Leslie Keeley and Georg Friedrich Brander.,"['Mehmet Oz', 'Phil McGraw', 'Sanjay Gupta', 'Drew Pinsky']","['Friedrich Brandt', 'Carl Linnaeus']"
Ronald Carlton Vivian Piadade Noronha,1916,1982,4438,Georg Friedrich Brander,1713,1783,1030,Tell me about the famous meeting between Ronald Carlton Vivian Piadade Noronha and Georg Friedrich Brander.,"['Mark Zuckerberg', 'Elon Musk\n', 'Ronald Carlton Vivian Piadade', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']","['Friedrich Brandt', 'Carl Linnaeus']"
Carl Sagan,1934,1996,1497651,Georg Friedrich Brander,1713,1783,1030,Tell me about the famous meeting between Carl Sagan and Georg Friedrich Brander.,"['Alan Alda', 'Richard Dawkins', 'Neil', 'Brian Greene']","['Friedrich Brandt', 'Carl Linnaeus']"
Paulo Schroeber,1973,2014,3015,Georg Friedrich Brander,1713,1783,1030,Tell me about the famous meeting between Paulo Schroeber and Georg Friedrich Brander.,"['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']","['Friedrich Brandt', 'Carl Linnaeus']"
Richard Feynman,1918,1988,1488873,Thomas Seay,1846,1896,2919,Tell me about the famous meeting between Richard Feynman and Thomas Seay.,"['Niels Bohr', 'Werner Heisenberg\n']","['Mark Zuckerberg', 'Bill Gates', 'Jeff Bezos', 'Elon Musk\n']"
John Bowlby,1907,1990,102325,Thomas Seay,1846,1896,2919,Tell me about the famous meeting between John Bowlby and Thomas Seay.,"['Urie Bronfenbrenner', 'Lev Vygotsky']","['Mark Zuckerberg', 'Bill Gates', 'Jeff Bezos', 'Elon Musk\n']"
Raymond de Verninac Saint-Maur,1762,1822,1870,Paul Carpenter (actor),1921,1964,18789,Tell me about the famous meeting between Raymond de Verninac Saint-Maur and Paul Carpenter (actor).,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Leonardo DiCaprio', 'Tom Hanks', 'Emma Stone', 'Paul Carpenter', 'Meryl Streep']"
John Goodwin (preacher),1594,1665,4818,Paul Carpenter (actor),1921,1964,18789,Tell me about the famous meeting between John Goodwin (preacher) and Paul Carpenter (actor).,"['Charles Stanley', 'Rick Warren', 'Joel Osteen', 'John Goodwin', 'Joyce Meyer']","['Leonardo DiCaprio', 'Tom Hanks', 'Emma Stone', 'Paul Carpenter', 'Meryl Streep']"
Raymond de Verninac Saint-Maur,1762,1822,1870,Milton M. Klein,1917,2004,1247,Tell me about the famous meeting between Raymond de Verninac Saint-Maur and Milton M. Klein.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Alan Greenspan', 'Janet Yellen', 'Jerome Powell', 'Ben Bernanke\n', 'Paul Volcker']"
Louis Pasteur,1822,1895,934262,Milton M. Klein,1917,2004,1247,Tell me about the famous meeting between Louis Pasteur and Milton M. Klein.,"['Francis Crick', 'Jonas Salk']","['Alan Greenspan', 'Janet Yellen', 'Jerome Powell', 'Ben Bernanke\n', 'Paul Volcker']"
Raymond de Verninac Saint-Maur,1762,1822,1870,Paul Sturm,1859,1936,1068,Tell me about the famous meeting between Raymond de Verninac Saint-Maur and Paul Sturm.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Kenny Olsson,1977,2007,1317,Paul Sturm,1859,1936,1068,Tell me about the famous meeting between Kenny Olsson and Paul Sturm.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Raymond de Verninac Saint-Maur,1762,1822,1870,Junior Thompson,1917,2006,1614,Tell me about the famous meeting between Raymond de Verninac Saint-Maur and Junior Thompson.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Mark Zuckerberg', 'Bill Gates', 'Jeff Bezos', 'Elon Musk\n']"
Samuel Hahnemann,1755,1843,145299,Junior Thompson,1917,2006,1614,Tell me about the famous meeting between Samuel Hahnemann and Junior Thompson.,"['Benjamin Rush', 'William Cullen']","['Mark Zuckerberg', 'Bill Gates', 'Jeff Bezos', 'Elon Musk\n']"
Raymond de Verninac Saint-Maur,1762,1822,1870,Vladimir Varlaj,1895,1962,933,Tell me about the famous meeting between Raymond de Verninac Saint-Maur and Vladimir Varlaj.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Vladimir Putin', 'Xi Jinping', 'Angela Merkel', 'Boris Johnson', 'Joe Biden\n3', 'Emmanuel Macron']"
Alauddin Husain Shah,1494,1519,19321,"John Dewar, 2nd Baron Forteviot",1885,1947,1231,"Tell me about the famous meeting between Alauddin Husain Shah and John Dewar, 2nd Baron Forteviot.","['Fazle Hasan Abed', 'Muhammad Yunus', 'A. K. Azad', 'Muhammad Shahidullah', 'Hossain Zillur Rahman']","['Neville Chamberlain', 'David Lloyd George', 'Herbert Henry Asquith', 'Forteviot', 'Clement Attlee', 'John Dewar']"
Adolphe DuglÃ©rÃ©,1805,1884,1,"John Dewar, 2nd Baron Forteviot",1885,1947,1231,"Tell me about the famous meeting between Adolphe DuglÃ©rÃ© and John Dewar, 2nd Baron Forteviot.","['Charles-Adolphe', 'Jean-Baptiste Dumas']","['Neville Chamberlain', 'David Lloyd George', 'Herbert Henry Asquith', 'Forteviot', 'Clement Attlee', 'John Dewar']"
Nadezhda Ilyina,1949,2013,1832,"John Dewar, 2nd Baron Forteviot",1885,1947,1231,"Tell me about the famous meeting between Nadezhda Ilyina and John Dewar, 2nd Baron Forteviot.","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']","['Neville Chamberlain', 'David Lloyd George', 'Herbert Henry Asquith', 'Forteviot', 'Clement Attlee', 'John Dewar']"
Alauddin Husain Shah,1494,1519,19321,William Spencer Bagdatopoulos,1888,1965,1175,Tell me about the famous meeting between Alauddin Husain Shah and William Spencer Bagdatopoulos.,"['Fazle Hasan Abed', 'Muhammad Yunus', 'A. K. Azad', 'Muhammad Shahidullah', 'Hossain Zillur Rahman']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Caroline Herschel,1750,1848,72455,William Spencer Bagdatopoulos,1888,1965,1175,Tell me about the famous meeting between Caroline Herschel and William Spencer Bagdatopoulos.,"['William Herschel', 'Mary Somerville', 'John Couch Adams', 'Friedrich Bessel']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Fyodor Dostoevsky,1821,1881,1272853,William Spencer Bagdatopoulos,1888,1965,1175,Tell me about the famous meeting between Fyodor Dostoevsky and William Spencer Bagdatopoulos.,"['Gustave Flaubert', 'de Balzac', 'Leo Tolstoy', 'Ivan Turgenev', 'Jane Austen']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Gregor Mendel,1822,1884,592021,Karl Lagerfeld,1933,2019,787600,Tell me about the famous meeting between Gregor Mendel and Karl Lagerfeld.,"['Francis Galton', 'Lamarck', 'Alfred Russel Wallace', 'William Bateson']","['Marc Jacobs', 'Grace Coddington', 'Anna Wintour']"
Gregor Mendel,1822,1884,592021,Yabezi Kiiza,1938,2016,566,Tell me about the famous meeting between Gregor Mendel and Yabezi Kiiza.,"['Francis Galton', 'Lamarck', 'Alfred Russel Wallace', 'William Bateson']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Gregor Mendel,1822,1884,592021,Ernst Bantle,1901,1978,452,Tell me about the famous meeting between Gregor Mendel and Ernst Bantle.,"['Francis Galton', 'Lamarck', 'Alfred Russel Wallace', 'William Bateson']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
William Williams (veterinarian),1832,1900,509,Ernst Bantle,1901,1978,452,Tell me about the famous meeting between William Williams (veterinarian) and Ernst Bantle.,"['Jane Goodall', 'K', 'Daphne Sheldrick', 'James Herriot', 'William Williams']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Gregor Mendel,1822,1884,592021,Brian Wildsmith,1930,2016,4788,Tell me about the famous meeting between Gregor Mendel and Brian Wildsmith.,"['Francis Galton', 'Lamarck', 'Alfred Russel Wallace', 'William Bateson']","['Jane Goodall', 'Richard Dawkins', 'David Attenborough']"
Gregor Mendel,1822,1884,592021,Sylvia Shaw Judson,1897,1978,4227,Tell me about the famous meeting between Gregor Mendel and Sylvia Shaw Judson.,"['Francis Galton', 'Lamarck', 'Alfred Russel Wallace', 'William Bateson']","['I.M. Pei', 'Mies van der Rohe\n5', 'Walter Gropius']"
James Quinton (politician),1821,1874,663,Sylvia Shaw Judson,1897,1978,4227,Tell me about the famous meeting between James Quinton (politician) and Sylvia Shaw Judson.,"['Joe Biden\n2', 'James Quinton', 'Angela Merkel', 'Justin Trudeau', 'Boris Johnson', 'Emmanuel Macron']","['I.M. Pei', 'Mies van der Rohe\n5', 'Walter Gropius']"
Voltaire,1694,1778,1124200,Lauri Kalima,1916,2004,650,Tell me about the famous meeting between Voltaire and Lauri Kalima.,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Karl Marx,1818,1883,3399124,Lauri Kalima,1916,2004,650,Tell me about the famous meeting between Karl Marx and Lauri Kalima.,"['Friedrich Engels', 'Rosa Luxemburg', 'Vladimir Lenin']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Voltaire,1694,1778,1124200,Nelson Story Jr.,1874,1932,868,Tell me about the famous meeting between Voltaire and Nelson Story Jr..,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Betty Williams,1943,2020,2404,Nelson Story Jr.,1874,1932,868,Tell me about the famous meeting between Betty Williams and Nelson Story Jr..,"['Angela Davis', 'Malala Yousafzai', 'Alice Walker', 'Arundhati Roy', 'Greta Thunberg']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Voltaire,1694,1778,1124200,Owen Harris,1837,1905,1189,Tell me about the famous meeting between Voltaire and Owen Harris.,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['Rand Fishkin', 'Gary Vaynerchuk', 'Timothy Sykes', 'Grant Cardone', 'Neil Patel']"
Claude-Alexandre Ysabeau,1754,1831,933,Owen Harris,1837,1905,1189,Tell me about the famous meeting between Claude-Alexandre Ysabeau and Owen Harris.,"['François Pinault', 'Jean-Jacques Guiony', 'Gérard Wertheimer', 'Bernard Arnault']","['Rand Fishkin', 'Gary Vaynerchuk', 'Timothy Sykes', 'Grant Cardone', 'Neil Patel']"
Voltaire,1694,1778,1124200,Michael Sheehan (Coadjutor Archbishop of Sydney),1870,1945,1158,Tell me about the famous meeting between Voltaire and Michael Sheehan (Coadjutor Archbishop of Sydney).,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['Francis\n', 'Michael Sheehan', 'Frank Brennan', 'Anthony Fisher', 'George Pell', 'Bishop Vincent Long']"
Voltaire,1694,1778,1124200,Riza Cerova,1896,1935,2224,Tell me about the famous meeting between Voltaire and Riza Cerova.,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Adolphe DuglÃ©rÃ©,1805,1884,1,Riza Cerova,1896,1935,2224,Tell me about the famous meeting between Adolphe DuglÃ©rÃ© and Riza Cerova.,"['Charles-Adolphe', 'Jean-Baptiste Dumas']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Robin Williams,1951,2014,6198965,Riza Cerova,1896,1935,2224,Tell me about the famous meeting between Robin Williams and Riza Cerova.,"['Chris Rock', 'Eddie Murphy', 'Bill Murray', 'Jim Carrey', 'Steve Martin']","['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']"
Voltaire,1694,1778,1124200,Subhas Chandra Bose,1897,1945,2357469,Tell me about the famous meeting between Voltaire and Subhas Chandra Bose.,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['Vallabhbhai Patel', 'Chandra Bose', 'Bhagat Singh']"
Voltaire,1694,1778,1124200,George Waggner,1894,1984,10034,Tell me about the famous meeting between Voltaire and George Waggner.,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['Martin Scorsese', 'Christopher Nolan', 'Steven Spielberg', 'Quentin Tarantino', 'Francis Ford Coppola']"
Voltaire,1694,1778,1124200,K. Sukumaran,1903,1981,6180,Tell me about the famous meeting between Voltaire and K. Sukumaran.,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['Mani Ratnam', 'Kamal Haasan\n', 'A.R. Rahman']"
Voltaire,1694,1778,1124200,Ernest Hemingway,1899,1961,3111114,Tell me about the famous meeting between Voltaire and Ernest Hemingway.,"['Adam Smith', 'Immanuel Kant', 'Denis Diderot']","['James Joyce', 'William Faulkner', 'F. Scott Fitzgerald']"
Mary Wollstonecraft,1759,1797,719809,Ernest Hemingway,1899,1961,3111114,Tell me about the famous meeting between Mary Wollstonecraft and Ernest Hemingway.,"['Thomas Paine', 'Thomas Malthus', 'William Godwin', 'Immanuel Kant']","['James Joyce', 'William Faulkner', 'F. Scott Fitzgerald']"
Princess Margarete Karola of Saxony,1900,1962,12908,Robert Treat,1622,1710,10149,Tell me about the famous meeting between Princess Margarete Karola of Saxony and Robert Treat.,['Queen Letizia'],"['Tim Berners-Lee', 'Larry Wall', 'Donald Knuth', 'Bjarne Stroustrup']"
Margaret Thatcher,1925,2013,10557530,Robert Treat,1622,1710,10149,Tell me about the famous meeting between Margaret Thatcher and Robert Treat.,"['Mikhail Gorbachev', 'Helmut Kohl', 'George H.W. Bush', 'Ronald Reagan', 'Elizabeth II']","['Tim Berners-Lee', 'Larry Wall', 'Donald Knuth', 'Bjarne Stroustrup']"
Jawaharlal Nehru,1889,1964,2310915,Robert Treat,1622,1710,10149,Tell me about the famous meeting between Jawaharlal Nehru and Robert Treat.,"['Muhammad Ali Jinnah', 'Rabindranath Tagore', 'Chandra Bose', 'Sarojini Naidu']","['Tim Berners-Lee', 'Larry Wall', 'Donald Knuth', 'Bjarne Stroustrup']"
Alan Turing,1912,1954,3559477,Robert Treat,1622,1710,10149,Tell me about the famous meeting between Alan Turing and Robert Treat.,"['Marvin Minsky', 'Charles Babbage', 'John McCarthy', 'Stephen Wolfram']","['Tim Berners-Lee', 'Larry Wall', 'Donald Knuth', 'Bjarne Stroustrup']"
David E. Weston,1929,2001,667,Robert Treat,1622,1710,10149,Tell me about the famous meeting between David E. Weston and Robert Treat.,"['John King', 'Margaret Spellings', 'Duncan', 'Rod Paige', 'Betsy DeVos']","['Tim Berners-Lee', 'Larry Wall', 'Donald Knuth', 'Bjarne Stroustrup']"
Barbara McClintock,1902,1992,125935,Robert Treat,1622,1710,10149,Tell me about the famous meeting between Barbara McClintock and Robert Treat.,"['Jonas Salk', 'Francis Crick', 'James Watson']","['Tim Berners-Lee', 'Larry Wall', 'Donald Knuth', 'Bjarne Stroustrup']"
James Harold Seley,1906,1994,834,Robert Treat,1622,1710,10149,Tell me about the famous meeting between James Harold Seley and Robert Treat.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['Tim Berners-Lee', 'Larry Wall', 'Donald Knuth', 'Bjarne Stroustrup']"
Audre Lorde,1934,1992,401355,Robert Treat,1622,1710,10149,Tell me about the famous meeting between Audre Lorde and Robert Treat.,"['Zora Neale', 'Lucille Clifton', 'Alice Walker']","['Tim Berners-Lee', 'Larry Wall', 'Donald Knuth', 'Bjarne Stroustrup']"
Ann Robertson,1825,1922,1457,Ronnie Caldwell,1948,1967,16175,Tell me about the famous meeting between Ann Robertson and Ronnie Caldwell.,"['Barnett S. Kramer', 'Steven H. Woolf', 'Laura Esserman', 'Susan Love', 'H. Gilbert Welch']","['Mark Zuckerberg', 'Elon Musk\n', 'Tim Cook', 'Jeff Bezos', 'Bill Gates']"
Ann Robertson,1825,1922,1457,Norman Sheffield,1939,2014,27189,Tell me about the famous meeting between Ann Robertson and Norman Sheffield.,"['Barnett S. Kramer', 'Steven H. Woolf', 'Laura Esserman', 'Susan Love', 'H. Gilbert Welch']","['Elton John\n', 'George Michael\n', 'Rod Stewart', 'Elvis Costello']"
Fyodor Dostoevsky,1821,1881,1272853,Norman Sheffield,1939,2014,27189,Tell me about the famous meeting between Fyodor Dostoevsky and Norman Sheffield.,"['Gustave Flaubert', 'de Balzac', 'Leo Tolstoy', 'Ivan Turgenev', 'Jane Austen']","['Elton John\n', 'George Michael\n', 'Rod Stewart', 'Elvis Costello']"
Dirk van Hoogstraten,1596,1640,1309,Norman Sheffield,1939,2014,27189,Tell me about the famous meeting between Dirk van Hoogstraten and Norman Sheffield.,"['Mark Zuckerberg', 'Elon Musk\n', 'Dirk van Hoogstraten:\n ', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']","['Elton John\n', 'George Michael\n', 'Rod Stewart', 'Elvis Costello']"
Thomas Jefferson,1743,1826,4924088,Norman Sheffield,1939,2014,27189,Tell me about the famous meeting between Thomas Jefferson and Norman Sheffield.,"['Alexander Hamilton', 'James Madison', 'George Washington', 'John Adams\n', 'Benjamin Franklin']","['Elton John\n', 'George Michael\n', 'Rod Stewart', 'Elvis Costello']"
Caroline Herschel,1750,1848,72455,Ronald K. Richey,1926,2010,1088,Tell me about the famous meeting between Caroline Herschel and Ronald K. Richey.,"['William Herschel', 'Mary Somerville', 'John Couch Adams', 'Friedrich Bessel']","['Jane Smith', 'Michael Davis', 'Samantha Brown', 'John Doe', 'Bob Johnson']"
"Carl Ludwig II, Prince of Hohenlohe-Langenburg",1829,1907,12305,Ronald K. Richey,1926,2010,1088,"Tell me about the famous meeting between Carl Ludwig II, Prince of Hohenlohe-Langenburg and Ronald K. Richey.","['Gotha', 'Ernest Louis', 'Charles Edward', 'Carl Ludwig II', 'Frederick Augustus III']","['Jane Smith', 'Michael Davis', 'Samantha Brown', 'John Doe', 'Bob Johnson']"
Caroline Herschel,1750,1848,72455,Alicia Vignoli,1911,2005,587,Tell me about the famous meeting between Caroline Herschel and Alicia Vignoli.,"['William Herschel', 'Mary Somerville', 'John Couch Adams', 'Friedrich Bessel']","['Lady Gaga', 'Meryl Streep', 'Jennifer Lopez', 'Oprah Winfrey', 'Ellen DeGeneres']"
Caroline Herschel,1750,1848,72455,AntÃ³nio Carneiro,1872,1930,1,Tell me about the famous meeting between Caroline Herschel and AntÃ³nio Carneiro.,"['William Herschel', 'Mary Somerville', 'John Couch Adams', 'Friedrich Bessel']","['Paulo Mendes da Rocha', 'Carneiro', 'Lina Bo Bardi', 'Oscar Niemeyer', 'Marcos Acayaba']"
"Carl Ludwig II, Prince of Hohenlohe-Langenburg",1829,1907,12305,Hal Vaughan,1928,2013,4165,"Tell me about the famous meeting between Carl Ludwig II, Prince of Hohenlohe-Langenburg and Hal Vaughan.","['Gotha', 'Ernest Louis', 'Charles Edward', 'Carl Ludwig II', 'Frederick Augustus III']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
"Ed Gallagher (American football, born 1957)",1957,2005,6332,William H. Townsend,1812,1873,1119,"Tell me about the famous meeting between Ed Gallagher (American football, born 1957) and William H. Townsend.","['Joe Montana', 'Lawrence Taylor', 'Walter Payton', 'Ed Gallagher', 'Jerry Rice', 'Emmitt Smith']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Adam Koppy,1973,2013,933,William H. Townsend,1812,1873,1119,Tell me about the famous meeting between Adam Koppy and William H. Townsend.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Herbert McClintock,1906,1985,817,William H. Townsend,1812,1873,1119,Tell me about the famous meeting between Herbert McClintock and William H. Townsend.,"['Thomas Hunt Morgan', 'Erwin Baur', 'Wilhelm Johannsen\n']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Mary Wollstonecraft,1759,1797,719809,William H. Townsend,1812,1873,1119,Tell me about the famous meeting between Mary Wollstonecraft and William H. Townsend.,"['Thomas Paine', 'Thomas Malthus', 'William Godwin', 'Immanuel Kant']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Coco Chanel,1883,1971,1441096,William H. Townsend,1812,1873,1119,Tell me about the famous meeting between Coco Chanel and William H. Townsend.,"['Yves Saint Laurent', 'Pierre Balmain', 'Marc Jacobs']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Winston Churchill,1874,1965,9912209,William H. Townsend,1812,1873,1119,Tell me about the famous meeting between Winston Churchill and William H. Townsend.,"['Joseph Stalin', 'Charles de Gaulle', 'Adolf Hitler']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Riza Cerova,1896,1935,2224,William H. Townsend,1812,1873,1119,Tell me about the famous meeting between Riza Cerova and William H. Townsend.,"['Mark Zuckerberg', 'Elon Musk\n', 'Richard Branson', 'Jeff Bezos', 'Bill Gates']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Arnold Zadikow,1884,1943,2168,William H. Townsend,1812,1873,1119,Tell me about the famous meeting between Arnold Zadikow and William H. Townsend.,"['Jeff Bezos\n ', 'Mark Zuckerberg', 'Bill Gates', 'Richard Branson']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']"
Alfred Dufresne,1822,1863,810,Friedrich Plaschke,1875,1952,1018,Tell me about the famous meeting between Alfred Dufresne and Friedrich Plaschke.,"['Alice Brown', 'Bob Johnson', 'Mike Davis', 'John Smith']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Richard of Hauteville,1045,1110,1732,Friedrich Plaschke,1875,1952,1018,Tell me about the famous meeting between Richard of Hauteville and Friedrich Plaschke.,"['Roger II', 'Robert Guiscard', 'William Iron Arm']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Richard Branson', 'Jeff Bezos']"
Fyodor Dostoevsky,1821,1881,1272853,Mohammad Zohari,1926,1995,2294,Tell me about the famous meeting between Fyodor Dostoevsky and Mohammad Zohari.,"['Gustave Flaubert', 'de Balzac', 'Leo Tolstoy', 'Ivan Turgenev', 'Jane Austen']","['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Jeff Bezos', 'Bill Gates']"
Fyodor Dostoevsky,1821,1881,1272853,N. S. Sundararajan,1909,1984,648,Tell me about the famous meeting between Fyodor Dostoevsky and N. S. Sundararajan.,"['Gustave Flaubert', 'de Balzac', 'Leo Tolstoy', 'Ivan Turgenev', 'Jane Austen']","['Satya Nadella', 'Kris Gopalakrishnan', 'Sundar Pichai', 'Nandan Nilekani', 'Rajeev Suri\n']"
Taylor Mitchell,1990,2009,124327,Francis Gulston,1845,1917,453,Tell me about the famous meeting between Taylor Mitchell and Francis Gulston.,"['Rihanna', 'Katy Perry\n', 'Lady Gaga']","['Mehmet Oz', 'Jordan Peterson', 'Drew Pinsky', 'Phil McGraw', 'Laura Schlessinger']"
Margaret Thatcher,1925,2013,10557530,Francis Gulston,1845,1917,453,Tell me about the famous meeting between Margaret Thatcher and Francis Gulston.,"['Mikhail Gorbachev', 'Helmut Kohl', 'George H.W. Bush', 'Ronald Reagan', 'Elizabeth II']","['Mehmet Oz', 'Jordan Peterson', 'Drew Pinsky', 'Phil McGraw', 'Laura Schlessinger']"
John Lewis,1940,2020,944325,Francis Gulston,1845,1917,453,Tell me about the famous meeting between John Lewis and Francis Gulston.,"['Angela Davis', 'Malcolm X\n']","['Mehmet Oz', 'Jordan Peterson', 'Drew Pinsky', 'Phil McGraw', 'Laura Schlessinger']"
Antonio Ansola,1931,2013,593,Francis Gulston,1845,1917,453,Tell me about the famous meeting between Antonio Ansola and Francis Gulston.,"['Mark Zuckerberg', 'Elon Musk\n', 'Satya Nadella', 'Sundar Pichai', 'Jeff Bezos']","['Mehmet Oz', 'Jordan Peterson', 'Drew Pinsky', 'Phil McGraw', 'Laura Schlessinger']"
